Country Name,Country Code,Series Name,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Myanmar,MMR,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,8.3603,7.7887,8.6324,9.1725,12.5577,14.2206,17.7423,19.7406,22.9806,33.7539,33.5187,34.3911,34.7186,31.8377,31.031
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.364,63.095,63.479,63.859,64.251,64.617,64.994,65.288,65.64,65.909,66.232,66.457,66.612,65.553,66.506
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.2553053929808,10.5500090961932,9.6344394520444,5.59148237823661,7.33267044704149,8.42600102501767,8.16990745558277,6.99284029026121,5.86247291518572,6.13610824360305,6.26886221471075,6.57911006765414,-9.04834717984643,-12.0163724829177,4.0374934360085
Myanmar,MMR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,60.4787323145867,62.2761475757096,64.0988519879754,65.9461876733172,67.8182524811461,69.7146626625881,71.6357324611293,73.5840283312627,75.5592746825868,77.5609391468529,79.5886557826298,81.6416324017497,83.6954599459105,85.5310377931068,85.5803784995837
Myanmar,MMR,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,72.3763092714362,73.3601871662473,74.691177653009,69.6396108416794,65.4150348779517,67.6596963058984,70.0712463303139,72.6196803034196,74.8676755811194,80.5860123430884,46.2475559939677,44.324120795182,44.4025643187866,48.3104245559606,49.4782525136247
Myanmar,MMR,"Population, total",SP.POP.TOTL,48390793,48660459,49024382,49419820,49837446,50262658,50681634,51089056,51495696,51894938,52272247,52640713,53016522,53387102,53756787
Philippines,PHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.58282995223999,2.53777003288269,..,..,..,..,2.66454238129968,2.83052303785203,3.30128109042443,3.96384087403915,3.85502760745456,3.40748649142134,3.85829051308063,3.87249754784633,3.57960089528426
Philippines,PHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,27.1289901733398,26.6055793762207,27.7549235195177,29.0709151463153,29.6298942276846,31.8704183328366,33.8741923214799,35.8745887819664,38.3447414525513,33.6841018682349,28.1166228592308,30.0548680110365,31.6317598507085,33.6166173848126,38.4011392706768
Philippines,PHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.72,3.858,3.605,3.592,3.504,3.497,3.6,3.068,2.695,2.552,2.338,2.237,2.522,3.398,2.598
Philippines,PHL,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,66.0840828003486,67.4073117168325,73.6913583891825,71.3123048456112,71.5308347389641,73.5564531129594,74.359969972302,74.5634790627692,75.7932530810489,75.4275723217124,76.6178180505994,79.2108712667742,78.7627143629306,77.8804502033481,77.864861229431
Philippines,PHL,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,17.7979151937653,16.8709469060845,14.8596587050869,14.7443332947843,14.4888440915511,13.2294528738076,13.910978229919,15.0144758715251,15.3920173574017,14.5024584083925,14.0845094422838,13.3689987834894,14.322411675102,14.0338882058072,..
Philippines,PHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.26044703595725,4.21903052064628,3.78983634797591,4.7184170471842,3.02696391124796,2.58268766141795,3.59782343864211,0.674192536845408,1.25369880080982,2.85318772590947,5.30934661627707,2.39206534422404,2.3931623931624,3.92718022100332,5.82115811213955
Philippines,PHL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,74.6,76.1,78.5,81.2,80.7,81.9,84.6,83.2,87.9,90,91.3,93,94.7,96.5,91.1
